,Tair,rh
103,32.300000000000104,52.0
104,32.2000000000001,52.5
105,32.1000000000001,53.0
106,32.1000000000001,53.5
107,32.0000000000001,54.0
108,31.900000000000098,54.5
109,31.900000000000098,55.0
110,31.800000000000097,55.5
111,31.700000000000095,56.0
112,31.700000000000095,56.5
113,31.600000000000094,57.0
114,31.500000000000092,57.5
115,31.500000000000092,58.0
116,31.40000000000009,58.5
117,31.30000000000009,59.0
118,31.30000000000009,59.5
119,31.200000000000088,60.0
120,31.100000000000087,60.5
121,31.100000000000087,61.0
122,31.000000000000085,61.5
123,30.900000000000084,62.0
124,30.900000000000084,62.5
125,30.800000000000082,63.0
126,30.70000000000008,63.5
127,30.70000000000008,64.0
128,30.60000000000008,64.5
129,30.60000000000008,65.0
130,30.500000000000078,65.5
131,30.400000000000077,66.0
132,30.400000000000077,66.5
133,30.300000000000075,67.0
134,30.300000000000075,67.5
135,30.200000000000074,68.0
136,30.100000000000072,68.5
137,30.100000000000072,69.0
138,30.00000000000007,69.5
139,30.00000000000007,70.0
140,29.90000000000007,70.5
141,29.90000000000007,71.0
142,29.800000000000068,71.5
143,29.700000000000067,72.0
144,29.700000000000067,72.5
145,29.600000000000065,73.0
146,29.600000000000065,73.5
147,29.500000000000064,74.0
148,29.500000000000064,74.5
149,29.400000000000063,75.0
150,29.400000000000063,75.5
151,29.30000000000006,76.0
152,29.20000000000006,76.5
153,29.20000000000006,77.0
154,29.10000000000006,77.5
155,29.10000000000006,78.0
156,29.000000000000057,78.5
157,29.000000000000057,79.0
158,28.900000000000055,79.5
159,28.900000000000055,80.0
160,28.800000000000054,80.5
161,28.800000000000054,81.0
162,28.700000000000053,81.5
163,28.700000000000053,82.0
164,28.60000000000005,82.5
165,28.60000000000005,83.0
166,28.50000000000005,83.5
167,28.50000000000005,84.0
168,28.40000000000005,84.5
169,28.40000000000005,85.0
170,28.300000000000047,85.5
171,28.300000000000047,86.0
172,28.200000000000045,86.5
173,28.200000000000045,87.0
174,28.100000000000044,87.5
175,28.100000000000044,88.0
176,28.000000000000043,88.5
177,28.000000000000043,89.0
178,27.90000000000004,89.5
179,27.90000000000004,90.0
180,27.80000000000004,90.5
181,27.80000000000004,91.0
182,27.70000000000004,91.5
183,27.70000000000004,92.0
184,27.600000000000037,92.5
185,27.600000000000037,93.0
186,27.500000000000036,93.5
187,27.500000000000036,94.0
188,27.400000000000034,94.5
189,27.400000000000034,95.0
190,27.400000000000034,95.5
191,27.300000000000033,96.0
192,27.300000000000033,96.5
193,27.20000000000003,97.0
194,27.20000000000003,97.5
195,27.10000000000003,98.0
196,27.10000000000003,98.5
197,27.00000000000003,99.0
198,27.00000000000003,99.5
199,27.00000000000003,100.0
